time,fridge,washing_machine,kettle,rice_cooker
2013-02-18 06:13:39,11.11,3.63,0.25,2.3200000000000003
2013-02-18 06:13:45,11.42,3.31,0.54,1.6800000000000002
2013-02-18 06:13:46,12.22,3.35,0.68,1.4
2013-02-18 06:13:51,11.34,3.27,0.42,1.5699999999999998
2013-02-18 06:13:52,11.41,3.08,0.2,1.3
2013-02-18 06:13:57,11.09,4.0600000000000005,0.52,1.18
2013-02-18 06:13:58,11.62,3.12,1.05,1.18
2013-02-18 06:14:04,11.13,3.3,0.32,1.0
2013-02-18 06:14:10,11.02,3.51,0.27,1.74
2013-02-18 06:14:16,11.13,3.18,0.03,1.1
2013-02-18 06:14:22,11.56,3.19,0.36,1.4
2013-02-18 06:14:23,11.6,3.56,1.11,1.35
2013-02-18 06:14:28,11.3,3.08,0.03,1.1400000000000001
2013-02-18 06:14:29,11.84,4.18,0.12,1.26
2013-02-18 06:14:34,11.05,3.34,0.75,2.0
2013-02-18 06:14:35,11.02,3.08,0.86,1.44
2013-02-18 06:14:41,11.08,3.32,0.55,1.1
2013-02-18 06:14:47,11.68,3.46,0.26,1.25
2013-02-18 06:14:53,11.12,3.08,1.21,1.73
2013-02-18 06:14:59,11.06,3.16,0.05,1.62
2013-02-18 06:15:00,11.55,3.6,0.7,1.05
2013-02-18 06:15:05,11.41,3.7199999999999998,0.19,1.2
2013-02-18 06:15:06,11.09,3.32,0.02,1.47
2013-02-18 06:15:11,11.21,3.09,0.36,1.72
2013-02-18 06:15:12,11.95,3.09,0.6,1.42
2013-02-18 06:15:18,11.72,3.26,0.18,2.04
2013-02-18 06:15:24,11.61,3.8,0.12,1.6
2013-02-18 06:15:30,11.3,3.24,0.79,1.21
2013-02-18 06:15:31,11.18,3.16,0.44,1.03
2013-02-18 06:15:36,11.6,3.34,0.13,1.33
2013-02-18 06:15:37,11.75,3.11,0.54,1.07
2013-02-18 06:15:42,12.06,3.16,0.24,1.33
2013-02-18 06:15:43,11.36,3.07,0.19,2.17
2013-02-18 06:15:49,11.27,3.4,0.52,1.06
2013-02-18 06:15:55,12.46,3.37,0.28,1.46
2013-02-18 06:16:01,11.5,3.5,0.6,1.87
2013-02-18 06:16:07,11.46,3.76,0.03,1.02
2013-02-18 06:16:08,11.28,3.3,0.35,1.32
2013-02-18 06:16:13,11.12,3.49,0.36,1.0
2013-02-18 06:16:14,11.24,3.42,0.79,1.2
2013-02-18 06:16:20,11.31,3.02,0.38,1.74
2013-02-18 06:16:26,11.49,3.73,0.12,1.5899999999999999
2013-02-18 06:16:32,11.69,3.16,0.29,1.25
2013-02-18 06:16:38,11.9,3.16,0.69,1.1400000000000001
2013-02-18 06:16:39,12.11,3.4,0.89,1.3599999999999999
2013-02-18 06:16:44,11.26,3.66,0.98,1.72
2013-02-18 06:16:45,11.15,3.18,0.15,1.2
2013-02-18 06:16:50,11.32,4.26,0.19,1.29
2013-02-18 06:16:51,11.62,3.65,0.09,2.12
2013-02-18 06:16:57,11.61,3.05,0.54,1.11
2013-02-18 06:17:03,11.17,3.52,0.48,1.87
2013-02-18 06:17:09,11.9,3.01,0.37,1.05
2013-02-18 06:17:15,11.28,3.25,1.11,1.25
2013-02-18 06:17:16,11.3,3.49,0.63,1.32
2013-02-18 06:17:21,11.33,3.86,0.07,1.33
2013-02-18 06:17:22,11.35,3.52,0.18,1.38
2013-02-18 06:17:27,11.33,3.13,0.12,1.31
2013-02-18 06:17:28,11.19,3.04,0.35,1.43
2013-02-18 06:17:34,11.32,3.27,0.55,1.5
2013-02-18 06:17:40,11.1,3.48,0.2,2.0300000000000002
2013-02-18 06:17:46,11.18,3.52,0.14,1.09
2013-02-18 06:17:47,11.46,3.82,0.46,1.2
2013-02-18 06:17:52,11.64,3.79,0.75,1.18
2013-02-18 06:17:53,11.49,3.35,0.15,1.07
2013-02-18 06:17:58,11.81,3.5,0.1,1.25
2013-02-18 06:17:59,11.19,4.05,0.59,1.24
2013-02-18 06:18:05,11.41,3.22,0.19,2.21
2013-02-18 06:18:11,11.16,3.2,0.43,1.19
2013-02-18 06:18:17,12.2,3.09,0.56,1.02
2013-02-18 06:18:23,11.7,3.46,0.18,1.48
2013-02-18 06:18:24,11.34,3.31,0.19,1.62
2013-02-18 06:18:29,11.75,3.49,0.04,1.5899999999999999
2013-02-18 06:18:30,11.74,3.23,0.19,1.99
2013-02-18 06:18:36,11.84,3.34,0.66,1.16
2013-02-18 06:18:42,11.37,3.98,0.4,1.87
2013-02-18 06:18:48,11.42,3.61,0.27,1.48
2013-02-18 06:18:54,12.129999999999999,3.7199999999999998,0.21,1.76
2013-02-18 06:18:55,11.18,3.87,0.18,1.94
2013-02-18 06:19:00,11.11,3.1,0.17,1.05
2013-02-18 06:19:01,11.36,3.06,0.14,1.18
2013-02-18 06:19:06,11.7,3.71,0.6,1.34
2013-02-18 06:19:07,11.76,3.22,1.07,2.73
2013-02-18 06:19:13,11.23,3.34,0.53,1.73
2013-02-18 06:19:19,11.5,3.51,0.56,1.56
2013-02-18 06:19:25,11.79,3.31,0.14,1.1
2013-02-18 06:19:31,11.54,3.27,0.53,1.47
2013-02-18 06:19:32,11.02,3.5300000000000002,0.49,1.3900000000000001
2013-02-18 06:19:37,11.55,3.15,0.09,1.02
2013-02-18 06:19:38,11.04,3.3,0.68,1.05
2013-02-18 06:19:44,12.26,3.16,0.08,1.18
2013-02-18 06:19:50,11.08,3.04,0.8,1.49
2013-02-18 06:19:56,11.53,3.41,0.92,1.9
2013-02-18 06:19:57,11.45,3.18,0.07,1.1
2013-02-18 06:20:02,11.19,3.42,1.1,1.25
2013-02-18 06:20:03,11.09,3.22,0.05,1.53
2013-02-18 06:20:08,12.45,3.23,0.66,1.05
2013-02-18 06:20:09,11.84,3.19,1.01,1.37
2013-02-18 06:20:15,11.45,3.41,0.39,1.1400000000000001
2013-02-18 06:20:21,11.25,4.55,0.04,1.06
2013-02-18 06:20:27,11.04,4.08,0.65,1.07
2013-02-18 06:20:28,11.63,3.83,0.4,1.16
2013-02-18 06:20:33,11.2,3.3,0.05,1.16
2013-02-18 06:20:34,11.12,3.22,0.38,2.06
2013-02-18 06:20:39,11.45,3.06,0.18,1.67
2013-02-18 06:20:40,11.4,3.4699999999999998,0.4,1.02
2013-02-18 06:20:46,11.94,3.86,0.04,1.45
2013-02-18 06:20:52,11.32,3.35,1.4,1.23
2013-02-18 06:20:58,11.55,3.13,0.36,1.5899999999999999
2013-02-18 06:20:59,11.63,3.11,0.39,1.13
2013-02-18 06:21:04,11.08,3.15,0.69,1.77
2013-02-18 06:21:05,11.32,3.27,0.08,1.83
2013-02-18 06:21:10,11.04,3.19,0.12,1.13
2013-02-18 06:21:11,11.88,3.08,0.31,1.29
2013-02-18 06:21:17,11.43,3.13,0.3,1.85
2013-02-18 06:21:23,11.34,3.52,0.39,1.22
2013-02-18 06:21:29,11.08,3.48,0.75,1.06
2013-02-18 06:21:30,11.59,3.05,0.13,1.85
2013-02-18 06:21:35,11.2,3.35,0.04,1.2
2013-02-18 06:21:36,11.48,3.61,0.05,2.33
2013-02-18 06:21:41,11.4,3.07,0.29,1.71
2013-02-18 06:21:42,11.05,3.32,0.42,1.28
2013-02-18 06:21:48,12.16,3.0,0.28,1.19
2013-02-18 06:21:54,11.84,3.18,0.56,1.11
2013-02-18 06:22:00,11.22,3.76,0.52,1.79
2013-02-18 06:22:06,11.61,3.4,0.56,1.01
2013-02-18 06:22:07,11.79,3.14,0.46,1.33
2013-02-18 06:22:12,11.62,3.2800000000000002,0.01,1.41
2013-02-18 06:22:13,12.120000000000001,3.63,0.28,1.6800000000000002
2013-02-18 06:22:18,11.66,3.35,0.78,1.08
2013-02-18 06:22:19,11.39,3.59,1.22,1.45
2013-02-18 06:22:25,11.0,3.24,0.1,1.02
2013-02-18 06:22:31,11.77,3.88,0.05,1.37
2013-02-18 06:22:37,11.25,3.35,0.42,1.3599999999999999
2013-02-18 06:22:43,11.42,3.75,0.06,1.18
2013-02-18 06:22:44,11.3,3.7800000000000002,0.28,1.15
2013-02-18 06:22:49,11.58,3.4,0.03,1.11
2013-02-18 06:22:50,11.83,3.5,0.67,1.12
2013-02-18 06:22:56,11.75,3.48,0.87,1.8
2013-02-18 06:23:02,11.07,3.11,0.32,1.16
2013-02-18 06:23:08,11.01,3.05,0.36,1.05
2013-02-18 06:23:14,11.36,3.23,0.6,1.29
2013-02-18 06:23:15,11.4,3.37,0.69,1.6400000000000001
2013-02-18 06:23:20,11.27,3.02,1.23,1.42
2013-02-18 06:23:21,11.43,3.21,0.55,1.67
2013-02-18 06:23:26,11.06,3.94,0.13,1.27
2013-02-18 06:23:27,11.3,3.76,0.15,1.09
2013-02-18 06:23:33,11.22,3.38,0.41,1.88
2013-02-18 06:23:39,12.03,3.31,0.25,1.46
2013-02-18 06:23:45,11.41,3.2800000000000002,0.7,1.5699999999999998
2013-02-18 06:23:46,12.05,3.38,0.34,1.08
2013-02-18 06:23:51,11.02,4.38,0.49,1.47
2013-02-18 06:23:52,11.69,3.23,0.25,1.02
2013-02-18 06:23:57,11.68,3.26,0.12,1.15
2013-02-18 06:23:58,11.06,3.2,0.01,1.04
2013-02-18 06:24:04,11.43,3.07,0.07,1.85
2013-02-18 06:24:10,11.61,3.29,0.27,1.38
2013-02-18 06:24:16,11.17,3.13,0.64,1.85
2013-02-18 06:24:17,11.3,3.87,0.93,1.58
2013-02-18 06:24:22,11.49,3.3,0.34,1.49
2013-02-18 06:24:23,11.0,3.33,0.79,1.4
2013-02-18 06:24:28,11.34,3.39,0.61,1.03
2013-02-18 06:24:29,12.08,3.22,0.33,1.2
2013-02-18 06:24:35,11.22,3.56,0.33,1.11
2013-02-18 06:24:41,11.32,3.33,0.03,1.09
2013-02-18 06:24:47,11.83,3.31,0.8,1.33
2013-02-18 06:24:48,11.31,3.71,0.18,1.8
2013-02-18 06:24:53,11.12,3.14,0.07,1.27
2013-02-18 06:24:54,11.24,3.98,0.44,1.62
2013-02-18 06:24:59,11.5,3.58,0.67,1.06
2013-02-18 06:25:00,11.81,3.2,0.23,1.41
2013-02-18 06:25:05,12.0,3.02,0.75,1.51
2013-02-18 06:25:06,11.2,3.29,0.41,1.15
2013-02-18 06:25:12,11.8,3.2,1.07,1.27
2013-02-18 06:25:18,11.28,3.38,0.1,1.63
2013-02-18 06:25:24,11.4,3.26,0.42,1.37
2013-02-18 06:25:25,11.02,3.95,0.28,1.32
2013-02-18 06:25:30,11.22,3.18,0.84,1.4
2013-02-18 06:25:31,11.2,3.32,0.03,1.27
2013-02-18 06:25:36,11.27,3.54,0.25,1.43
2013-02-18 06:25:37,11.15,3.48,0.17,1.35
2013-02-18 06:25:43,11.5,3.32,0.23,1.05
2013-02-18 06:25:49,11.26,3.34,0.14,1.42
2013-02-18 06:25:55,11.43,3.07,0.93,1.69
2013-02-18 06:26:01,11.09,3.94,0.38,1.32
2013-02-18 06:26:02,11.58,3.03,0.36,1.3
2013-02-18 06:26:07,11.61,3.62,0.13,1.1400000000000001
2013-02-18 06:26:08,11.23,3.29,0.3,1.6099999999999999
2013-02-18 06:26:13,11.59,3.32,0.86,1.47
2013-02-18 06:26:14,11.56,3.22,0.36,1.53
2013-02-18 06:26:20,11.32,3.14,0.93,1.3599999999999999
2013-02-18 06:26:26,11.47,3.54,0.04,1.07
2013-02-18 06:26:32,11.27,3.29,0.11,1.56
2013-02-18 06:26:38,11.11,3.07,0.21,2.15
2013-02-18 06:26:39,11.42,3.01,0.02,1.02
2013-02-18 06:26:44,11.16,3.39,1.44,1.19
2013-02-18 06:26:45,11.79,3.34,1.15,1.3900000000000001
2013-02-18 06:26:50,11.57,3.89,0.61,1.13
2013-02-18 06:26:51,11.42,3.7800000000000002,0.21,1.37
2013-02-18 06:26:57,11.03,3.01,0.52,1.05
2013-02-18 06:27:03,11.22,3.88,0.22,1.49
2013-02-18 06:27:09,11.1,3.05,0.35,1.72
2013-02-18 06:27:10,11.55,3.55,0.27,1.02
2013-02-18 06:27:15,11.24,3.11,0.43,1.04
2013-02-18 06:27:16,11.43,3.07,0.44,1.12
2013-02-18 06:27:21,12.09,3.7800000000000002,0.49,1.54
2013-02-18 06:27:22,11.1,3.6,0.34,2.13
2013-02-18 06:27:28,11.07,3.13,0.79,1.25
2013-02-18 06:27:34,11.48,3.48,0.7,1.08
2013-02-18 06:27:40,11.12,3.11,0.45,1.5699999999999998
2013-02-18 06:27:46,11.2,3.4,0.18,1.16
2013-02-18 06:27:47,12.25,3.56,0.03,2.2
2013-02-18 06:27:52,11.14,3.16,0.42,1.71
2013-02-18 06:27:53,11.16,3.04,0.36,2.0700000000000003
2013-02-18 06:27:59,11.06,3.04,0.48,1.31
2013-02-18 06:28:05,11.54,3.04,0.01,1.55
2013-02-18 06:28:11,11.75,3.23,0.71,1.63
2013-02-18 06:28:12,11.98,3.24,1.13,1.44
2013-02-18 06:28:17,11.29,3.18,0.02,1.26
2013-02-18 06:28:18,11.82,3.06,0.08,1.1
2013-02-18 06:28:23,11.21,3.01,0.56,1.87
2013-02-18 06:28:24,11.25,3.1,0.18,1.41
2013-02-18 06:28:30,11.45,3.87,0.85,1.8599999999999999
2013-02-18 06:28:36,11.71,4.3100000000000005,0.2,1.43
2013-02-18 06:28:42,11.03,3.37,0.14,1.51
2013-02-18 06:28:48,11.43,3.75,0.14,1.3599999999999999
2013-02-18 06:28:49,11.85,3.5,0.03,1.27
2013-02-18 06:28:54,11.41,3.05,0.23,1.6600000000000001
2013-02-18 06:28:55,11.41,4.28,0.33,1.09
2013-02-18 06:29:01,11.48,3.63,0.41,1.55
2013-02-18 06:29:07,11.61,3.14,0.12,1.3599999999999999
2013-02-18 06:29:13,12.1,3.2,0.03,1.15
2013-02-18 06:29:14,11.18,3.39,1.1,1.28
2013-02-18 06:29:19,11.05,3.77,0.39,1.77
2013-02-18 06:29:20,11.21,3.64,0.11,2.1
2013-02-18 06:29:25,11.0,3.05,0.14,1.02
2013-02-18 06:29:26,11.77,3.05,0.54,1.4
2013-02-18 06:29:32,11.67,3.5300000000000002,0.06,1.09
2013-02-18 06:29:38,11.43,3.5300000000000002,0.09,1.25
2013-02-18 06:29:44,11.69,3.81,0.3,1.28
2013-02-18 06:29:45,11.51,3.71,0.36,1.13
2013-02-18 06:29:50,11.18,3.08,0.32,1.19
2013-02-18 06:29:51,11.43,3.24,0.67,1.45
2013-02-18 06:29:57,11.17,3.3,0.74,1.42
2013-02-18 06:30:03,11.75,3.46,0.22,1.24
2013-02-18 06:30:09,11.04,3.79,0.13,1.29
2013-02-18 06:30:15,11.51,3.95,0.0,1.38
2013-02-18 06:30:16,12.32,3.27,0.09,1.5
2013-02-18 06:30:21,11.3,3.02,0.28,1.69
2013-02-18 06:30:22,11.02,3.1,0.9,1.51
2013-02-18 06:30:28,11.36,3.39,0.25,1.38
2013-02-18 06:30:34,11.18,3.41,0.43,1.54
2013-02-18 06:30:40,12.19,3.48,0.1,1.05
2013-02-18 06:30:46,11.09,3.74,0.43,1.3900000000000001
2013-02-18 06:30:47,11.14,3.3,0.24,1.21
2013-02-18 06:30:52,11.42,3.46,0.34,1.32
2013-02-18 06:30:53,11.55,3.06,0.64,1.3599999999999999
2013-02-18 06:30:58,11.43,3.18,0.14,1.3
2013-02-18 06:30:59,11.25,3.44,0.62,1.09
2013-02-18 06:31:05,11.29,3.61,0.14,1.5899999999999999
2013-02-18 06:31:11,11.75,3.2800000000000002,0.05,1.58
2013-02-18 06:31:17,11.09,3.05,0.44,1.09
2013-02-18 06:31:23,11.23,3.02,0.15,1.3599999999999999
2013-02-18 06:31:24,11.85,3.02,0.21,1.73
2013-02-18 06:31:29,11.39,3.76,0.01,1.04
2013-02-18 06:31:30,11.64,3.5300000000000002,0.31,1.02
2013-02-18 06:31:35,11.45,3.69,0.92,1.45
2013-02-18 06:31:36,11.67,3.23,0.55,1.3
2013-02-18 06:31:42,11.67,3.41,0.0,1.1400000000000001
2013-02-18 06:31:48,11.77,3.51,0.03,1.6
2013-02-18 06:31:54,11.16,3.16,0.56,1.6
2013-02-18 06:31:55,11.61,3.17,0.41,1.3599999999999999
2013-02-18 06:32:00,11.07,3.14,0.23,1.73
2013-02-18 06:32:01,11.05,3.43,0.98,1.35
2013-02-18 06:32:06,11.17,3.5,0.35,1.67
2013-02-18 06:32:07,11.16,3.42,0.75,1.78
2013-02-18 06:32:12,11.77,3.58,0.11,1.05
2013-02-18 06:32:13,11.13,3.02,0.62,1.09
2013-02-18 06:32:19,11.02,3.08,0.28,1.3900000000000001
2013-02-18 06:32:25,11.37,3.22,0.32,1.75
2013-02-18 06:32:31,11.05,3.79,0.16,1.48
2013-02-18 06:32:32,11.08,3.15,0.66,1.3
2013-02-18 06:32:37,11.44,3.67,0.28,1.6
2013-02-18 06:32:38,11.04,3.15,0.78,1.47
2013-02-18 06:32:43,11.37,3.13,0.24,1.26
2013-02-18 06:32:44,11.57,3.14,0.38,1.44
2013-02-18 06:32:50,11.04,3.59,0.09,1.48
2013-02-18 06:32:56,11.12,3.2800000000000002,0.06,1.23
2013-02-18 06:33:02,11.36,3.2800000000000002,0.11,1.53
2013-02-18 06:33:03,11.29,3.08,0.42,2.0300000000000002
2013-02-18 06:33:08,11.12,3.09,0.22,1.69
2013-02-18 06:33:09,11.57,3.09,0.02,1.53
2013-02-18 06:33:14,11.17,3.65,0.37,1.17
2013-02-18 06:33:15,11.45,3.55,0.03,1.06
2013-02-18 06:33:21,11.53,3.56,0.05,1.51
2013-02-18 06:33:27,12.17,3.65,0.32,1.24
2013-02-18 06:33:33,11.43,3.24,0.85,1.27
2013-02-18 06:33:39,11.27,3.25,1.08,1.37
2013-02-18 06:33:40,11.36,3.75,0.03,1.19
2013-02-18 06:33:45,11.52,3.24,0.34,1.12
2013-02-18 06:33:46,11.63,3.81,0.16,1.49
2013-02-18 06:33:52,11.24,3.64,0.32,1.31
2013-02-18 06:33:58,11.44,3.46,0.93,1.13
2013-02-18 06:34:04,11.1,3.06,0.05,1.33
2013-02-18 06:34:05,11.52,3.01,0.03,2.06
2013-02-18 06:34:10,11.41,3.13,0.12,1.01
2013-02-18 06:34:11,11.42,3.46,0.19,1.09
2013-02-18 06:34:16,11.28,3.3,0.05,1.45
2013-02-18 06:34:17,11.17,3.09,0.82,1.58
2013-02-18 06:34:23,11.06,3.0,0.0,1.03
2013-02-18 06:34:29,11.07,3.12,0.02,1.67
2013-02-18 06:34:35,11.38,3.03,0.1,1.0
2013-02-18 06:34:41,11.11,3.2800000000000002,0.33,1.31
2013-02-18 06:34:42,11.77,3.33,0.02,1.07
2013-02-18 06:34:47,11.39,3.44,0.21,1.42
2013-02-18 06:34:48,11.59,3.32,0.04,1.3
2013-02-18 06:34:53,11.75,4.04,0.43,1.2
2013-02-18 06:34:54,11.41,3.05,0.5,1.09
2013-02-18 06:35:00,11.73,3.69,0.03,1.1
2013-02-18 06:35:06,11.15,3.19,0.14,1.2
2013-02-18 06:35:12,11.27,3.1,0.06,1.74
2013-02-18 06:35:18,11.93,3.5300000000000002,0.25,1.6800000000000002
2013-02-18 06:35:19,11.02,3.18,0.45,1.48
2013-02-18 06:35:24,11.4,3.26,0.18,1.42
2013-02-18 06:35:25,11.57,4.27,0.38,1.13
2013-02-18 06:35:31,11.54,3.05,0.45,1.3900000000000001
2013-02-18 06:35:37,11.29,3.35,0.86,1.56
2013-02-18 06:35:43,11.02,3.2800000000000002,0.23,1.01
2013-02-18 06:35:44,11.48,3.29,0.17,1.52
2013-02-18 06:35:49,11.24,3.2800000000000002,0.23,1.17
2013-02-18 06:35:50,11.02,3.04,0.19,1.03
2013-02-18 06:35:55,11.01,3.4699999999999998,0.1,1.26
2013-02-18 06:35:56,11.34,3.7199999999999998,0.2,1.06
2013-02-18 06:36:02,11.3,3.35,0.41,1.35
2013-02-18 06:36:08,11.11,3.07,0.11,1.06
2013-02-18 06:36:14,11.03,3.02,0.43,1.53
2013-02-18 06:36:20,11.19,3.07,0.82,1.54
2013-02-18 06:36:21,11.74,3.38,0.49,1.32
2013-02-18 06:36:26,11.13,3.42,0.49,1.65
2013-02-18 06:36:27,11.95,3.2800000000000002,0.78,1.12
2013-02-18 06:36:32,11.44,3.19,0.38,1.45
2013-02-18 06:36:33,11.39,3.42,0.32,1.11
2013-02-18 06:36:39,11.44,3.34,0.41,1.43
2013-02-18 06:36:45,11.36,3.41,0.27,1.5699999999999998
2013-02-18 06:36:51,11.22,3.58,0.18,2.12
2013-02-18 06:36:52,11.08,3.84,0.08,1.55
2013-02-18 06:36:57,11.46,3.24,0.66,1.17
2013-02-18 06:36:58,11.05,3.24,0.5,1.62
2013-02-18 06:37:04,11.78,3.66,0.52,1.6099999999999999
2013-02-18 06:37:10,11.07,3.86,0.38,1.49
2013-02-18 06:37:16,11.44,3.6,0.46,1.06
2013-02-18 06:37:22,11.63,3.04,0.56,1.18
2013-02-18 06:37:28,11.77,3.09,0.2,1.44
2013-02-18 06:37:29,11.79,3.02,0.67,1.04
2013-02-18 06:37:34,11.31,3.25,0.27,1.3900000000000001
2013-02-18 06:37:35,11.57,3.2,0.21,1.41
2013-02-18 06:37:41,11.08,3.07,0.14,1.54
2013-02-18 06:37:47,11.08,3.04,0.38,1.24
2013-02-18 06:37:53,11.22,3.81,0.06,1.41
2013-02-18 06:37:59,11.44,3.03,0.07,1.1400000000000001
2013-02-18 06:38:00,11.07,3.75,0.04,1.53
2013-02-18 06:38:05,11.19,3.01,0.74,1.17
2013-02-18 06:38:06,11.66,3.23,0.04,1.29
2013-02-18 06:38:11,11.17,3.54,0.3,1.08
2013-02-18 06:38:12,11.13,3.29,0.99,1.5699999999999998
2013-02-18 06:38:17,11.08,3.36,0.27,1.11
2013-02-18 06:38:18,11.61,3.48,0.23,1.03
2013-02-18 06:38:24,11.8,3.29,0.49,1.26
2013-02-18 06:38:30,11.44,3.4,0.17,1.03
2013-02-18 06:38:36,11.48,3.35,0.48,1.09
2013-02-18 06:38:42,11.15,3.48,0.66,1.3599999999999999
2013-02-18 06:38:43,11.86,3.39,0.69,1.13
2013-02-18 06:38:48,11.98,3.86,0.33,1.32
2013-02-18 06:38:49,11.03,3.2,0.0,1.5699999999999998
2013-02-18 06:38:54,11.37,3.23,0.15,1.29
2013-02-18 06:38:55,11.21,4.55,0.42,1.26
2013-02-18 06:39:01,11.58,3.37,0.16,1.51
2013-02-18 06:39:07,11.01,3.61,0.31,1.5899999999999999
2013-02-18 06:39:13,11.64,3.35,0.39,1.87
2013-02-18 06:39:14,11.54,3.43,0.21,1.4
2013-02-18 06:39:19,11.54,3.51,0.33,1.41
2013-02-18 06:39:20,11.34,3.31,0.51,1.13
2013-02-18 06:39:25,11.48,3.64,0.38,1.5699999999999998
2013-02-18 06:39:26,12.36,3.7199999999999998,0.33,1.12
2013-02-18 06:39:32,11.07,3.48,0.01,1.5899999999999999
2013-02-18 06:39:38,11.72,3.44,0.37,1.2
2013-02-18 06:39:44,11.24,3.08,0.39,1.26
2013-02-18 06:39:50,11.15,3.26,0.35,1.18
2013-02-18 06:39:51,11.18,3.29,1.14,1.67
2013-02-18 06:39:56,11.28,3.8,0.27,1.06
2013-02-18 06:39:57,11.55,3.07,0.12,1.44
2013-02-18 06:40:02,12.15,3.71,0.55,1.37
2013-02-18 06:40:03,11.93,3.45,0.6,1.45
2013-02-18 06:40:09,11.58,3.31,0.45,1.25
2013-02-18 06:40:15,11.79,3.13,0.44,1.72
2013-02-18 06:40:21,11.2,3.36,0.54,1.07
2013-02-18 06:40:22,11.06,3.41,0.18,1.3
2013-02-18 06:40:27,11.03,3.99,0.11,1.34
2013-02-18 06:40:28,11.33,3.08,0.14,1.13
2013-02-18 06:40:33,11.49,3.79,0.82,1.54
2013-02-18 06:40:34,11.06,3.25,0.15,1.51
2013-02-18 06:40:39,11.24,3.04,0.44,1.5
2013-02-18 06:40:40,11.65,3.58,0.63,1.3599999999999999
2013-02-18 06:40:46,11.45,3.51,0.02,1.45
2013-02-18 06:40:52,11.82,4.0,0.83,1.0
2013-02-18 06:40:58,11.01,3.7800000000000002,0.54,1.32
2013-02-18 06:41:04,11.6,3.01,0.01,1.13
2013-02-18 06:41:05,11.13,3.26,0.12,1.21
2013-02-18 06:41:10,11.69,3.77,1.55,1.47
2013-02-18 06:41:11,11.6,3.74,0.12,1.1400000000000001
2013-02-18 06:41:17,11.02,3.11,0.45,1.83
2013-02-18 06:41:23,11.04,3.5300000000000002,0.3,1.76
2013-02-18 06:41:29,11.94,3.59,0.51,1.25
2013-02-18 06:41:35,11.26,3.55,0.44,1.17
2013-02-18 06:41:36,11.16,3.6,0.52,1.51
2013-02-18 06:41:41,11.71,3.05,0.24,1.03
2013-02-18 06:41:42,11.2,3.79,0.18,1.12
2013-02-18 06:41:47,11.41,3.25,0.19,1.4
2013-02-18 06:41:48,11.32,4.05,0.13,1.32
2013-02-18 06:41:54,11.15,3.18,0.29,1.07
2013-02-18 06:42:00,11.18,3.01,0.56,1.19
2013-02-18 06:42:06,11.09,3.4,0.21,2.12
2013-02-18 06:42:12,12.24,3.2,0.05,1.34
2013-02-18 06:42:13,11.11,3.02,0.0,1.5
2013-02-18 06:42:18,11.48,3.1,0.63,1.8599999999999999
2013-02-18 06:42:19,11.32,3.42,0.42,1.6600000000000001
2013-02-18 06:42:25,11.03,3.57,0.01,1.02
2013-02-18 06:42:31,11.38,3.48,0.74,1.2
2013-02-18 06:42:37,11.18,3.09,0.25,1.31
2013-02-18 06:42:43,11.11,3.76,0.57,1.5899999999999999
2013-02-18 06:42:44,11.47,3.23,0.62,1.29
2013-02-18 06:42:49,11.67,3.35,0.3,1.22
2013-02-18 06:42:50,11.46,3.23,0.17,1.94
2013-02-18 06:42:55,11.3,3.29,0.11,1.3599999999999999
2013-02-18 06:42:56,11.25,3.61,0.27,1.03
2013-02-18 06:43:02,11.27,3.66,0.36,2.41
2013-02-18 06:43:08,11.32,3.4,0.45,1.31
2013-02-18 06:43:14,11.85,3.25,0.32,1.06
2013-02-18 06:43:20,11.5,3.42,0.29,1.22
2013-02-18 06:43:21,11.28,3.16,0.23,1.5699999999999998
2013-02-18 06:43:26,11.18,4.13,0.63,1.27
2013-02-18 06:43:27,12.32,3.27,0.33,1.3
2013-02-18 06:43:32,11.15,3.11,0.22,1.67
2013-02-18 06:43:33,11.19,3.02,0.28,1.67
2013-02-18 06:43:39,12.1,3.54,0.17,1.71
2013-02-18 06:43:45,11.69,3.13,0.11,1.31
2013-02-18 06:43:51,11.67,3.21,0.02,1.55
2013-02-18 06:43:57,11.5,3.87,0.07,2.24
2013-02-18 06:43:58,11.17,3.31,0.46,1.52
2013-02-18 06:44:03,11.71,3.29,0.84,1.08
2013-02-18 06:44:04,11.39,3.02,0.31,1.04
2013-02-18 06:44:10,11.08,3.18,0.17,1.24
2013-02-18 06:44:16,11.15,3.34,0.14,2.1799999999999997
2013-02-18 06:44:22,11.3,3.31,0.68,1.71
2013-02-18 06:44:28,11.07,3.33,0.49,1.05
2013-02-18 06:44:29,11.04,3.63,0.11,1.31
2013-02-18 06:44:34,11.48,3.08,0.59,2.02
2013-02-18 06:44:35,11.48,3.23,0.41,1.25
2013-02-18 06:44:41,11.25,3.73,0.22,1.65
2013-02-18 06:44:47,11.18,3.48,0.09,1.29
2013-02-18 06:44:53,11.37,3.25,0.42,1.29
2013-02-18 06:44:59,11.05,3.19,0.33,1.15
2013-02-18 06:45:00,11.54,3.76,0.43,1.24
2013-02-18 06:45:05,11.2,3.25,0.19,1.17
2013-02-18 06:45:06,11.04,3.21,0.85,1.15
2013-02-18 06:45:11,11.46,3.32,0.48,1.07
2013-02-18 06:45:12,11.09,3.19,0.37,1.35
2013-02-18 06:45:18,11.6,3.54,0.53,1.37
